eta index 1,eta index 2,centrality index,bin width,# Particles,mean 1,mean 2,cov,Sigma,Delta,Bcorr
0,2,8,1,8.4424e+06,1.09416,1.09814,0.41491,1.01222,1.50894,0.272169
0,2,8,2,1.26679e+07,1.09447,1.09831,0.417107,1.01231,1.57995,0.273157
0,2,8,3,1.68874e+07,1.0946,1.09844,0.420092,1.01227,1.67184,0.274559
0,2,8,4,2.11084e+07,1.09483,1.09896,0.424347,1.01235,1.65457,0.276486
0,3,0,0,4.39832e+08,2.2815,2.34493,2.93629,1.02675,-0.126534,0.552829
0,3,0,1,4.39832e+08,2.2815,2.34493,2.93629,1.02675,-0.126534,0.552829
0,3,0,2,4.39832e+08,2.2815,2.34493,2.93629,1.02675,-0.126534,0.552829
0,3,0,3,4.39832e+08,2.2815,2.34493,2.93629,1.02675,-0.126534,0.552829
0,3,0,4,4.39832e+08,2.2815,2.34493,2.93629,1.02675,-0.126534,0.552829
0,3,1,0,1.89706e+07,4.88517,5.08934,1.83119,1.02876,1.22282,0.263073
0,3,1,1,3.80492e+07,4.89833,5.10488,1.86792,1.02847,1.2061,0.266435
0,3,1,2,5.7371e+07,4.92416,5.13193,1.93789,1.02848,1.19055,0.272634
0,3,1,3,7.71832e+07,4.96856,5.17997,2.0674,1.02844,1.13867,0.283789
0,3,1,4,9.83978e+07,5.06934,5.28912,2.42816,1.02812,1.05595,0.313222
0,3,2,0,1.48699e+07,3.82694,3.96313,1.44595,1.02857,1.1849,0.265231
0,3,2,1,2.9751e+07,3.82938,3.96432,1.4528,1.02793,1.18143,0.266182
0,3,2,2,4.46657e+07,3.83252,3.96799,1.46409,1.02759,1.18607,0.267592
0,3,2,3,5.96086e+07,3.8366,3.97256,1.47805,1.02792,1.17949,0.269174
0,3,2,4,7.45794e+07,3.84159,3.97823,1.49831,1.02808,1.17817,0.27156
0,3,3,0,1.24452e+07,3.20294,3.30426,1.21621,1.02807,1.17421,0.266669
0,3,3,1,2.48854e+07,3.20364,3.30289,1.22095,1.02724,1.17182,0.267608
0,3,3,2,3.73375e+07,3.20486,3.3043,1.22574,1.02735,1.18832,0.268275
0,3,3,3,4.98185e+07,3.20654,3.30538,1.23282,1.02739,1.18597,0.269317
0,3,3,4,6.23006e+07,3.20834,3.30709,1.24211,1.02781,1.18396,0.270611
0,3,4,0,1.05084e+07,2.70696,2.77831,1.03024,1.02716,1.30415,0.267799
0,3,4,1,2.10174e+07,2.70691,2.7781,1.03433,1.02706,1.21379,0.268601
0,3,4,2,3.1542e+07,2.70745,2.77902,1.03849,1.02718,1.21323,0.269316
0,3,4,3,4.20762e+07,2.70849,2.77936,1.04356,1.02754,1.21882,0.270156
0,3,4,4,5.26114e+07,2.70923,2.7802,1.05079,1.02727,1.1998,0.271514
0,3,5,0,8.81843e+06,2.26981,2.31938,0.870271,1.02693,1.16031,0.269724
