eta index 1,eta index 2,centrality index,bin width,# Particles,mean 1,mean 2,cov,Sigma,Delta,Bcorr
0,2,7,2,1.70452e+07,1.46781,1.47819,0.579354,1.01312,1.3103,0.279656
0,2,7,3,2.27265e+07,1.46807,1.47843,0.582998,1.01286,1.41344,0.280939
0,2,7,4,2.84098e+07,1.46846,1.47896,0.58743,1.01282,1.38267,0.282416
0,2,8,0,4.21688e+06,1.09409,1.09858,0.413101,1.01213,1.51821,0.27129
0,2,8,1,8.43504e+06,1.09416,1.0981,0.414978,1.01221,1.50291,0.272208
0,2,8,2,1.26568e+07,1.09447,1.09827,0.417177,1.0123,1.57995,0.273196
0,2,8,3,1.68724e+07,1.09459,1.09841,0.420154,1.01226,1.66889,0.274594
0,2,8,4,2.10896e+07,1.09481,1.09893,0.424407,1.01234,1.65275,0.276522
0,3,0,0,4.39194e+08,2.28075,2.34412,2.93453,1.02675,-0.127292,0.552766
0,3,0,1,4.39194e+08,2.28075,2.34412,2.93453,1.02675,-0.127292,0.552766
0,3,0,2,4.39194e+08,2.28075,2.34412,2.93453,1.02675,-0.127292,0.552766
0,3,0,3,4.39194e+08,2.28075,2.34412,2.93453,1.02675,-0.127292,0.552766
0,3,0,4,4.39194e+08,2.28075,2.34412,2.93453,1.02675,-0.127292,0.552766
0,3,1,0,1.89307e+07,4.8846,5.08871,1.83058,1.02874,1.22156,0.263037
0,3,1,1,3.79689e+07,4.89775,5.10428,1.86721,1.02846,1.20489,0.266385
0,3,1,2,5.7248e+07,4.92349,5.13125,1.937,1.02847,1.1892,0.272569
0,3,1,3,7.70153e+07,4.96786,5.17919,2.06652,1.02843,1.13855,0.283733
0,3,1,4,9.8171e+07,5.06836,5.28808,2.42663,1.0281,1.05542,0.313135
0,3,2,0,1.4846e+07,3.82668,3.96277,1.4456,1.02859,1.18411,0.265196
0,3,2,1,2.97034e+07,3.82912,3.96397,1.4525,1.02792,1.18057,0.26616
0,3,2,2,4.45943e+07,3.83225,3.96764,1.46366,1.02758,1.18574,0.267551
0,3,2,3,5.95138e+07,3.83632,3.97219,1.47761,1.02792,1.18029,0.269132
