eta index 1,eta index 2,centrality index,mean 1,mean 2,cov,Sigma,Delta,Bcorr
10,12,6,1.90523,1.91374,0.722694,1.01677,4.6473,0.271269
10,12,7,1.47889,1.48223,0.562635,1.00483,0.14355,0.274409
10,12,8,1.09097,1.0897,0.386582,1.01336,-8.14958,0.259194
10,13,0,2.41476,2.44661,3.43634,1.02505,-0.582859,0.579689
10,13,1,5.59208,5.73168,2.79548,1.02556,1.21078,0.324994
10,13,2,4.14613,4.22571,1.56468,1.02845,1.50524,0.266582
10,13,3,3.41589,3.46754,1.27769,1.0247,1.61045,0.265951
10,13,4,2.8494,2.87704,1.05349,1.02481,2.53761,0.264191
10,13,5,2.35687,2.37354,0.8682,1.02426,2.519,0.263833
10,13,6,1.90523,1.91515,0.697237,1.02837,4.90539,0.26197
10,13,7,1.47889,1.48279,0.540726,1.01572,3.34341,0.264435
10,13,8,1.09097,1.09039,0.37349,1.02503,-21.133,0.25042
10,14,0,2.41476,2.43237,3.38,1.04294,-2.66367,0.572147
10,14,1,5.59208,5.7107,2.66349,1.04843,1.11606,0.310129
10,14,2,4.14613,4.20907,1.47792,1.04754,1.65612,0.252469
10,14,3,3.41589,3.45264,1.21014,1.03763,2.80579,0.25352
10,14,4,2.8494,2.86191,0.994325,1.0446,3.89089,0.250002
10,14,5,2.35687,2.35728,0.820006,1.0395,92.261,0.250756
10,14,6,1.90523,1.89631,0.657828,1.0412,-5.06209,0.249478
10,14,7,1.47889,1.46943,0.502577,1.03787,-0.0650694,0.247263
10,14,8,1.09097,1.07876,0.356867,1.03972,0.520114,0.240345
10,15,0,2.41476,2.24936,3.09886,1.11561,3.13261,0.54417
10,15,1,5.59208,5.29464,2.39977,1.15852,4.58419,0.276495
10,15,2,4.14613,3.89717,1.29331,1.13197,3.02965,0.221703
10,15,3,3.41589,3.19667,1.065,1.11037,2.45199,0.225227
10,15,4,2.8494,2.64442,0.871319,1.10803,2.12126,0.222905
10,15,5,2.35687,2.17613,0.721286,1.09495,1.8441,0.225497
10,15,6,1.90523,1.75308,0.585628,1.0871,1.51775,0.227736
10,15,7,1.47889,1.35536,0.445248,1.0745,1.50387,0.226501
10,15,8,1.09097,0.993404,0.316003,1.06674,1.2983,0.221549
11,0,0,2.42035,2.27477,2.87946,1.12028,-0.332738,0.522651
11,0,1,5.62999,5.03622,2.04875,1.12673,1.29432,0.254549
11,0,2,4.16296,3.82508,1.152,1.1192,1.56124,0.205132
11,0,3,3.42384,3.1913,0.937194,1.12207,1.58611,0.20177
11,0,4,2.85259,2.69482,0.784265,1.11967,1.54968,0.201715
11,0,5,2.35498,2.25944,0.662092,1.11913,1.90055,0.204167
11,0,6,1.90488,1.85029,0.561473,1.11021,2.501,0.212268
11,0,7,1.47795,1.45779,0.428124,1.1096,3.20925,0.208169
11,0,8,1.08909,1.09425,0.308582,1.10463,-7.61465,0.203772
11,1,0,2.42035,2.30398,2.95075,1.11059,-0.524386,0.529371
11,1,1,5.62999,5.13534,2.14912,1.11097,1.23166,0.26456
11,1,2,4.16296,3.87725,1.1918,1.1139,1.66857,0.210389
11,1,3,3.42384,3.23587,0.980351,1.11191,1.6642,0.209466
11,1,4,2.85259,2.72796,0.811349,1.11075,1.5513,0.207535
11,1,5,2.35498,2.28021,0.678707,1.11331,2.04733,0.20832
11,1,6,1.90488,1.87132,0.574609,1.10455,3.16431,0.216052
11,1,7,1.47795,1.46918,0.437175,1.10522,5.80413,0.211642
11,1,8,1.08909,1.10009,0.321768,1.08944,-2.08338,0.212499
11,2,0,2.42035,2.32687,3.0122,1.10082,-0.75391,0.5355
11,2,1,5.62999,5.21015,2.22394,1.10154,1.21919,0.27153
11,2,2,4.16296,3.92315,1.22893,1.10166,1.56199,0.216364
11,2,3,3.42384,3.27651,1.01811,1.10499,1.85614,0.215791
11,2,4,2.85259,2.75306,0.851031,1.09829,1.61307,0.216628
11,2,5,2.35498,2.29719,0.702544,1.09844,1.78384,0.215689
11,2,6,1.90488,1.88343,0.576328,1.10377,4.02264,0.216122
11,2,7,1.47795,1.48011,0.454287,1.09997,-23.7062,0.218301
11,2,8,1.08909,1.10101,0.329485,1.08125,-1.58542,0.217701
11,3,0,2.42035,2.3508,3.07805,1.09291,-0.957371,0.541417
11,3,1,5.62999,5.28803,2.29634,1.09462,1.25609,0.277702
11,3,2,4.16296,3.97941,1.27729,1.09215,1.62467,0.223237
11,3,3,3.42384,3.31196,1.04793,1.09954,2.11287,0.220635
11,3,4,2.85259,2.78045,0.882604,1.09338,2.07287,0.222799
11,3,5,2.35498,2.32041,0.735717,1.08861,2.43452,0.224284
11,3,6,1.90488,1.8903,0.599656,1.09285,5.48394,0.224327
11,3,7,1.47795,1.48593,0.473943,1.08848,-5.85431,0.227107
11,3,8,1.08909,1.10438,0.335509,1.07882,-1.31091,0.220925
11,4,0,2.42035,2.37057,3.14241,1.08233,-1.26901,0.547935
11,4,1,5.62999,5.35829,2.3881,1.08372,1.31043,0.286333
11,4,2,4.16296,4.02577,1.34281,1.08166,1.92487,0.232722
11,4,3,3.42384,3.33727,1.08572,1.0899,2.35417,0.227657
11,4,4,2.85259,2.80161,0.909263,1.08333,2.15769,0.228943
11,4,5,2.35498,2.34108,0.762964,1.07932,4.30616,0.231404
11,4,6,1.90488,1.89863,0.62438,1.07987,10.5576,0.233166
11,4,7,1.47795,1.49004,0.4859,1.07855,-2.83342,0.232891
11,4,8,1.08909,1.1059,0.34696,1.06874,-1.08941,0.228282
11,5,0,2.42035,2.38296,3.20048,1.06883,-1.57071,0.554929
11,5,1,5.62999,5.41173,2.46994,1.07098,1.25609,0.294687
11,5,2,4.16296,4.05683,1.40469,1.06973,2.22699,0.24219
11,5,3,3.42384,3.35991,1.12999,1.07085,1.94667,0.237305
11,5,4,2.85259,2.81009,0.943294,1.07235,2.38399,0.237059
11,5,5,2.35498,2.34677,0.797921,1.06581,6.87714,0.241547
11,5,6,1.90488,1.90307,0.641534,1.0676,25.4609,0.239905
11,5,7,1.47795,1.49346,0.498178,1.06911,-1.61061,0.238761
11,5,8,1.08909,1.10529,0.362041,1.05373,-1.0207,0.238474
11,6,0,2.42035,2.38143,3.24274,1.05601,-0.770056,0.561214
11,6,1,5.62999,5.43664,2.55316,1.06037,1.41694,0.303247
11,6,2,4.16296,4.05673,1.43955,1.05916,2.06506,0.248563
11,6,3,3.42384,3.36584,1.17545,1.05912,2.16326,0.246395
11,6,4,2.85259,2.81126,0.985798,1.05493,2.07276,0.248122
11,6,5,2.35498,2.33822,0.826421,1.05189,3.75425,0.250838
11,6,6,1.90488,1.89527,0.660766,1.0513,3.72995,0.248572
11,6,7,1.47795,1.48446,0.517174,1.05225,-4.363,0.249154
11,6,8,1.08909,1.09686,0.366671,1.04487,-2.64899,0.243045
11,7,0,2.42035,2.3835,3.29458,1.04158,-0.0948601,0.568387
11,7,1,5.62999,5.46692,2.66835,1.0435,1.57608,0.315511
11,7,2,4.16296,4.07103,1.50642,1.04321,2.14119,0.259706
11,7,3,3.42384,3.3657,1.22687,1.04406,2.17275,0.257163
11,7,4,2.85259,2.81911,1.02492,1.04051,2.04546,0.257809
11,7,5,2.35498,2.33634,0.850079,1.04299,3.84945,0.257882
11,7,6,1.90488,1.89295,0.685543,1.04006,3.91965,0.257682
11,7,7,1.47795,1.47607,0.526736,1.03874,11.7576,0.255582
11,7,8,1.08909,1.08779,0.374744,1.03341,20.8449,0.249915
11,8,0,2.42035,2.40068,3.35941,1.02768,-0.331432,0.575573
11,8,1,5.62999,5.52462,2.76534,1.02955,1.70597,0.325066
11,8,2,4.16296,4.11285,1.58671,1.02518,2.68897,0.272236
11,8,3,3.42384,3.39075,1.2794,1.02807,2.37145,0.267535
11,8,4,2.85259,2.83755,1.05679,1.03263,3.6549,0.264555
11,8,5,2.35498,2.35112,0.882673,1.02824,10.7982,0.267307
11,8,6,1.90488,1.89895,0.709971,1.02864,7.03265,0.266279
11,8,7,1.47795,1.47972,0.542974,1.02584,-5.67598,0.263577
11,8,8,1.08909,1.091,0.387407,1.02027,-9.57574,0.258353
11,9,0,2.42035,2.41098,3.40216,1.0144,-2.63912,0.581307
11,9,1,5.62999,5.56487,2.83173,1.01366,0.820085,0.332926
11,9,2,4.16296,4.1343,1.61362,1.01427,2.08951,0.277189
11,9,3,3.42384,3.41053,1.31959,1.01293,1.53232,0.276009
11,9,4,2.85259,2.84511,1.0927,1.01675,3.07509,0.27391
11,9,5,2.35498,2.35854,0.900757,1.01778,-4.33215,0.273006
11,9,6,1.90488,1.90391,0.724614,1.01921,27.1067,0.271844
11,9,7,1.47795,1.48158,0.558862,1.01338,-0.474801,0.271499
11,9,8,1.08909,1.09351,0.395848,1.00684,-0.35996,0.264851
11,10,0,2.42035,2.41476,4.64531,0.504359,-3.41179,0.792091
11,10,1,5.62999,5.59208,5.69487,0.50464,0.318836,0.667909
11,10,2,4.16296,4.14613,3.72047,0.506516,1.98815,0.63873
11,10,3,3.42384,3.41589,3.06195,0.502839,0.839994,0.640363
11,10,4,2.85259,2.8494,2.55553,0.501816,1.52688,0.641094
11,10,5,2.35498,2.35687,2.09721,0.505284,1.8377,0.637911
11,10,6,1.90488,1.90523,1.6975,0.506758,-48.5457,0.637466
11,10,7,1.47795,1.47889,1.30209,0.505376,9.69026,0.635401
11,10,8,1.08909,1.09097,0.946515,0.501425,-2.92688,0.633935
11,11,0,2.42035,2.42035,5.88775,0,-inf,1
11,11,1,5.62999,5.62999,8.57814,0,-inf,1
11,11,2,4.16296,4.16296,5.83165,1.14543e-07,-inf,1
11,11,3,3.42384,3.42384,4.78938,0,-inf,1
11,11,4,2.85259,2.85259,3.98823,0,inf,1
11,11,5,2.35498,2.35498,3.28672,0,-inf,1
11,11,6,1.90488,1.90488,2.65377,0,-inf,1
11,11,7,1.47795,1.47795,2.05252,0,inf,1
11,11,8,1.08909,1.08909,1.48777,0,inf,1
11,12,0,2.42035,2.43413,4.69832,0.505392,-0.545354,0.792962
11,12,1,5.62999,5.6864,5.78771,0.504096,0.854863,0.669878
11,12,2,4.16296,4.19769,3.74162,0.505268,1.5265,0.639184
11,12,3,3.42384,3.445,3.07027,0.505308,1.25395,0.638882
11,12,4,2.85259,2.86031,2.53813,0.509023,1.78632,0.635785
11,12,5,2.35498,2.36221,2.09455,0.506053,2.40351,0.637007
11,12,6,1.90488,1.91374,1.68849,0.506223,2.50366,0.635965
11,12,7,1.47795,1.48223,1.31019,0.502296,2.25841,0.637989
11,12,8,1.08909,1.0897,0.934871,0.506066,8.00417,0.629046
11,13,0,2.42035,2.44661,3.48171,1.01483,0.0267886,0.585035
11,13,1,5.62999,5.73168,2.88134,1.0162,1.55162,0.332956
11,13,2,4.16296,4.22571,1.6232,1.01405,1.37328,0.276228
11,13,3,3.42384,3.46754,1.31141,1.01599,1.75288,0.272526
11,13,4,2.85259,2.87704,1.0787,1.01615,2.67064,0.270375
11,13,5,2.35498,2.37354,0.890213,1.01498,2.44907,0.270596
11,13,6,1.90488,1.91515,0.719799,1.01185,3.04406,0.271376
11,13,7,1.47795,1.48279,0.550906,1.01139,4.58776,0.268983
11,13,8,1.08909,1.09039,0.380331,1.01477,5.2233,0.255916
11,14,0,2.42035,2.43237,3.42859,1.0313,-2.31346,0.578092
11,14,1,5.62999,5.7107,2.75542,1.0379,1.49848,0.318898
11,14,2,4.16296,4.20907,1.5477,1.03038,1.53312,0.264077
11,14,3,3.42384,3.45264,1.2434,1.029,3.35488,0.260064
11,14,4,2.85259,2.86191,1.01576,1.03722,4.70314,0.255261
11,14,5,2.35498,2.35728,0.845942,1.02853,17.9256,0.258758
11,14,6,1.90488,1.89631,0.680176,1.02476,-3.2662,0.258839
11,14,7,1.47795,1.46943,0.519947,1.02863,-1.14304,0.2554
11,14,8,1.08909,1.07876,0.368509,1.02501,1.13943,0.249071
11,15,0,2.42035,2.24936,3.14249,1.10504,2.93345,0.549666
11,15,1,5.62999,5.29464,2.47656,1.15019,4.12764,0.283622
11,15,2,4.16296,3.89717,1.35766,1.11563,2.96767,0.232459
11,15,3,3.42384,3.19667,1.09626,1.10199,2.39915,0.231459
11,15,4,2.85259,2.64442,0.891328,1.10088,2.11282,0.227908
11,15,5,2.35498,2.17613,0.745931,1.0841,1.84417,0.233266
11,15,6,1.90488,1.75308,0.600428,1.07451,1.6257,0.234293
11,15,7,1.47795,1.35536,0.457632,1.0682,1.44589,0.232429
11,15,8,1.08909,0.993404,0.327807,1.0516,1.37376,0.230645
12,0,0,2.43413,2.27477,2.89204,1.12649,-0.35002,0.521631
12,0,1,5.6864,5.03622,2.05923,1.12988,1.26021,0.254022
12,0,2,4.19769,3.82508,1.1367,1.12379,1.55826,0.201643
12,0,3,3.445,3.1913,0.917087,1.12948,1.5603,0.196771
12,0,4,2.86031,2.69482,0.764427,1.1267,1.56012,0.196421
12,0,5,2.36221,2.25944,0.640094,1.12761,1.9345,0.1973
12,0,6,1.91374,1.85029,0.543062,1.11819,2.50136,0.205213
12,0,7,1.48223,1.45779,0.415828,1.11716,3.04483,0.202081
12,0,8,1.0897,1.09425,0.306385,1.10488,-9.70222,0.202539
12,1,0,2.43413,2.30398,2.95955,1.11856,-0.526502,0.527608
12,1,1,5.6864,5.13534,2.1296,1.11977,1.19648,0.260282
12,1,2,4.19769,3.87725,1.17278,1.11942,1.65423,0.206249
12,1,3,3.445,3.23587,0.952389,1.12167,1.62498,0.202801
12,1,4,2.86031,2.72796,0.793876,1.1169,1.56441,0.202868
12,1,5,2.36221,2.28021,0.660611,1.12006,2.07774,0.202679
12,1,6,1.91374,1.87132,0.55363,1.11383,3.02866,0.208068
12,1,7,1.48223,1.46918,0.426294,1.11179,4.64674,0.206263
12,1,8,1.0897,1.10009,0.311814,1.09676,-2.67768,0.206147
12,2,0,2.43413,2.32687,3.01881,1.10983,-0.72815,0.533298
12,2,1,5.6864,5.21015,2.19547,1.11204,1.17925,0.266137
12,2,2,4.19769,3.92315,1.20008,1.10958,1.55776,0.210487
12,2,3,3.445,3.27651,0.997876,1.11243,1.78379,0.210784
12,2,4,2.86031,2.75306,0.823592,1.10798,1.62511,0.209439
12,2,5,2.36221,2.29719,0.680475,1.10686,1.85106,0.208826
12,2,6,1.91374,1.88343,0.562892,1.10902,3.58335,0.210985
12,2,7,1.48223,1.48011,0.441667,1.1077,28.8043,0.212122
12,2,8,1.0897,1.10101,0.315915,1.09187,-2.10469,0.208959
12,3,0,2.43413,2.3508,3.084,1.10233,-0.891193,0.53905
12,3,1,5.6864,5.28803,2.27076,1.10463,1.20273,0.272644
12,3,2,4.19769,3.97941,1.24651,1.10052,1.60974,0.217034
12,3,3,3.445,3.31196,1.03408,1.10509,1.98077,0.216981
12,3,4,2.86031,2.78045,0.845065,1.10662,2.04585,0.213115
12,3,5,2.36221,2.32041,0.709622,1.09872,2.42924,0.216238
12,3,6,1.91374,1.8903,0.579455,1.10167,4.36523,0.21667
12,3,7,1.48223,1.48593,0.462725,1.09526,-15.2961,0.221612
12,3,8,1.0897,1.10438,0.323516,1.08798,-1.70067,0.213257
12,4,0,2.43413,2.37057,3.14454,1.09346,-1.11532,0.544858
12,4,1,5.6864,5.35829,2.34066,1.09775,1.23588,0.278637
12,4,2,4.19769,4.02577,1.31108,1.09028,1.84703,0.226367
12,4,3,3.445,3.33727,1.05764,1.09966,2.1436,0.221017
12,4,4,2.86031,2.80161,0.874066,1.09569,2.10969,0.219866
12,4,5,2.36221,2.34108,0.733599,1.09078,3.65875,0.222403
12,4,6,1.91374,1.89863,0.602244,1.08971,5.8474,0.224796
12,4,7,1.48223,1.49004,0.473288,1.08627,-5.65036,0.226723
12,4,8,1.0897,1.1059,0.33388,1.07889,-1.43466,0.219912
12,5,0,2.43413,2.38296,3.19918,1.08148,-1.29881,0.551214
12,5,1,5.6864,5.41173,2.42379,1.08481,1.17688,0.287113
12,5,2,4.19769,4.05683,1.36353,1.08067,2.05865,0.234206
12,5,3,3.445,3.35991,1.084,1.08586,1.77768,0.226874
12,5,4,2.86031,2.81009,0.909768,1.08411,2.29342,0.228411
12,5,5,2.36221,2.34677,0.760082,1.08087,4.78968,0.229995
12,5,6,1.91374,1.90307,0.619649,1.0773,6.40132,0.231614
12,5,7,1.48223,1.49346,0.483437,1.07826,-3.10356,0.231571
12,5,8,1.0897,1.10529,0.348727,1.06409,-1.37655,0.229951
12,6,0,2.43413,2.38143,3.24037,1.06917,-0.712231,0.557276
12,6,1,5.6864,5.43664,2.50596,1.07446,1.29435,0.295511
12,6,2,4.19769,4.05673,1.39896,1.06999,1.93573,0.240643
12,6,3,3.445,3.36584,1.13232,1.07332,1.92438,0.236549
12,6,4,2.86031,2.81126,0.949634,1.06764,2.0283,0.238786
12,6,5,2.36221,2.33822,0.790668,1.06612,3.34994,0.239885
12,6,6,1.91374,1.89527,0.631142,1.0651,3.14433,0.237318
12,6,7,1.48223,1.48446,0.497436,1.06482,-17.1698,0.239516
12,6,8,1.0897,1.09686,0.355343,1.05348,-3.55608,0.23579
12,7,0,2.43413,2.3835,3.29018,1.05566,-0.215616,0.564057
12,7,1,5.6864,5.46692,2.61419,1.05894,1.39609,0.306897
12,7,2,4.19769,4.07103,1.4478,1.05844,1.97634,0.24866
12,7,3,3.445,3.3657,1.19034,1.05637,1.93183,0.248659
12,7,4,2.86031,2.81911,0.989577,1.05294,1.99744,0.248675
12,7,5,2.36221,2.33634,0.813069,1.05778,3.44841,0.24655
12,7,6,1.91374,1.89295,0.65635,1.05369,3.31963,0.246594
12,7,7,1.48223,1.47607,0.506558,1.05165,5.16121,0.245659
12,7,8,1.0897,1.08779,0.361541,1.04379,16.7668,0.24137
12,8,0,2.43413,2.40068,3.35487,1.04191,-0.418842,0.571179
12,8,1,5.6864,5.52462,2.70579,1.04598,1.41475,0.315791
12,8,2,4.19769,4.11285,1.5251,1.04113,2.21873,0.260678
12,8,3,3.445,3.39075,1.24262,1.04045,1.93989,0.258963
12,8,4,2.86031,2.83755,1.01812,1.04619,3.02408,0.254625
12,8,5,2.36221,2.35112,0.842923,1.04415,5.33288,0.255161
12,8,6,1.91374,1.89895,0.685889,1.03959,4.32648,0.257127
12,8,7,1.48223,1.47972,0.526123,1.0365,7.88212,0.25526
12,8,8,1.0897,1.091,0.373495,1.03129,-17.7344,0.249344
12,9,0,2.43413,2.41098,3.4054,1.02548,-1.39731,0.5782
12,9,1,5.6864,5.56487,2.78766,1.02732,0.836044,0.325401
12,9,2,4.19769,4.1343,1.56794,1.02635,1.78314,0.268325
12,9,3,3.445,3.41053,1.2905,1.02305,1.36214,0.26901
12,9,4,2.86031,2.84511,1.0593,1.02846,2.42209,0.265279
12,9,5,2.36221,2.35854,0.875591,1.02748,8.96876,0.265266
12,9,6,1.91374,1.90391,0.705646,1.02747,4.94521,0.264605
12,9,7,1.48223,1.48158,0.549893,1.01873,17.4886,0.266998
12,9,8,1.0897,1.09351,0.381091,1.01861,-1.6937,0.255251
12,10,0,2.43413,2.41476,3.44506,1.01331,-1.37681,0.583734
12,10,1,5.6864,5.59208,2.87925,1.01231,0.637261,0.33527
12,10,2,4.19769,4.14613,1.60112,1.01773,1.6784,0.273843
12,10,3,3.445,3.41589,1.32633,1.01199,1.1401,0.27644
12,10,4,2.86031,2.8494,1.09229,1.01505,1.71034,0.273749
12,10,5,2.36221,2.35687,0.899001,1.01292,2.60457,0.273335
12,10,6,1.91374,1.90523,0.722694,1.01677,4.64731,0.271269
12,10,7,1.48223,1.47889,0.562635,1.00483,0.143532,0.274409
12,10,8,1.0897,1.09097,0.386582,1.01336,-8.1495,0.259194
12,11,0,2.43413,2.42035,4.69832,0.505392,-0.545373,0.792962
12,11,1,5.6864,5.62999,5.78771,0.504096,0.854873,0.669878
12,11,2,4.19769,4.16296,3.74162,0.505268,1.5265,0.639184
12,11,3,3.445,3.42384,3.07027,0.505308,1.25396,0.638882
12,11,4,2.86031,2.85259,2.53813,0.509023,1.78632,0.635785
12,11,5,2.36221,2.35498,2.09455,0.506053,2.40351,0.637007
12,11,6,1.91374,1.90488,1.68849,0.506223,2.50366,0.635965
12,11,7,1.48223,1.47795,1.31019,0.502297,2.25839,0.637989
12,11,8,1.0897,1.08909,0.934871,0.506066,8.00403,0.629046
12,12,0,2.43413,2.43413,5.96255,0,-inf,1
12,12,1,5.6864,5.6864,8.7022,0,inf,1
12,12,2,4.19769,4.19769,5.87591,0,-inf,1
12,12,3,3.445,3.445,4.82206,0,-inf,1
12,12,4,2.86031,2.86031,3.99602,0,-inf,1
12,12,5,2.36221,2.36221,3.2895,0,-inf,1
12,12,6,1.91374,1.91374,2.65623,0,inf,1
12,12,7,1.48223,1.48223,2.05474,0,inf,1
12,12,8,1.0897,1.0897,1.48458,0,inf,1
12,13,0,2.43413,2.44661,4.75889,0.504053,0.665357,0.79461
12,13,1,5.6864,5.73168,5.83416,0.504847,2.43542,0.669348
12,13,2,4.19769,4.22571,3.77902,0.503258,1.1804,0.640668
12,13,3,3.445,3.46754,3.08285,0.505071,2.22687,0.638477
12,13,4,2.86031,2.87704,2.54441,0.50518,3.08264,0.637134
12,13,5,2.36221,2.37354,2.09792,0.503963,2.47839,0.63743
12,13,6,1.91374,1.91515,1.69607,0.500177,6.48015,0.639152
12,13,7,1.48223,1.48279,1.30279,0.50349,22.5224,0.635753
12,13,8,1.0897,1.09039,0.935068,0.5041,2.77655,0.629863
12,14,0,2.43413,2.43237,3.48591,1.02026,11.5963,0.584057
12,14,1,5.6864,5.7107,2.85707,1.02582,3.01401,0.328298
12,14,2,4.19769,4.20907,1.59937,1.01909,1.55358,0.271863
12,14,3,3.445,3.45264,1.28063,1.01974,9.21625,0.266942
12,14,4,2.86031,2.86191,1.04486,1.02699,18.9079,0.26232
12,14,5,2.36221,2.35728,0.870112,1.01728,-4.86527,0.266039
12,14,6,1.91374,1.89631,0.70236,1.01135,-0.345877,0.267157
12,14,7,1.48223,1.46943,0.536316,1.01678,-0.0110249,0.263298
12,14,8,1.0897,1.07876,0.377703,1.01479,1.51631,0.25556
12,15,0,2.43413,2.24936,3.19779,1.09358,2.69231,0.555819
12,15,1,5.6864,5.29464,2.56404,1.14021,3.68444,0.29154
12,15,2,4.19769,3.89717,1.41219,1.1033,2.81172,0.240885
12,15,3,3.445,3.19667,1.12792,1.09404,2.30807,0.237336
12,15,4,2.86031,2.64442,0.932992,1.08573,2.10199,0.238328
12,15,5,2.36221,2.17613,0.765169,1.07469,1.86425,0.23918
12,15,6,1.91374,1.75308,0.622632,1.06074,1.67029,0.242845
12,15,7,1.48223,1.35536,0.479252,1.05225,1.47106,0.243278
12,15,8,1.0897,0.993404,0.339945,1.03828,1.41182,0.239442
13,0,0,2.44661,2.27477,2.89618,1.13216,-0.281095,0.520072
13,0,1,5.73168,5.03622,2.01167,1.1369,1.32797,0.247756
13,0,2,4.22571,3.82508,1.1323,1.12659,1.53419,0.200091
13,0,3,3.46754,3.1913,0.894657,1.13458,1.6107,0.191705
13,0,4,2.87704,2.69482,0.733967,1.13371,1.69179,0.188713
13,0,5,2.37354,2.25944,0.628527,1.13076,1.98616,0.193634
13,0,6,1.91515,1.85029,0.52257,1.12736,2.58452,0.197663
13,0,7,1.48279,1.45779,0.407273,1.11909,3.4727,0.198457
13,0,8,1.09039,1.09425,0.299578,1.11076,-11.9373,0.198041
13,1,0,2.44661,2.30398,2.9601,1.12584,-0.427781,0.525378
13,1,1,5.73168,5.13534,2.07935,1.12719,1.28143,0.253732
13,1,2,4.22571,3.87725,1.15417,1.12575,1.61904,0.202197
13,1,3,3.46754,3.23587,0.915628,1.131,1.68001,0.194715
13,1,4,2.87704,2.72796,0.756835,1.12618,1.72687,0.193523
13,1,5,2.37354,2.28021,0.652332,1.12178,2.12469,0.200036
13,1,6,1.91515,1.87132,0.530863,1.12413,3.13663,0.199707
13,1,7,1.48279,1.46918,0.419111,1.11275,5.37377,0.203334
13,1,8,1.09039,1.10009,0.301901,1.10545,-3.06909,0.199596
13,2,0,2.44661,2.32687,3.01829,1.11765,-0.589293,0.530855
13,2,1,5.73168,5.21015,2.14277,1.11985,1.27917,0.259332
13,2,2,4.22571,3.92315,1.17271,1.11804,1.5251,0.204897
13,2,3,3.46754,3.27651,0.969047,1.11938,1.83353,0.204424
13,2,4,2.87704,2.75306,0.782754,1.11855,1.81438,0.199178
13,2,5,2.37354,2.29719,0.670456,1.10932,1.94159,0.205644
13,2,6,1.91515,1.88343,0.543503,1.1175,3.70937,0.203918
13,2,7,1.48279,1.48011,0.430618,1.11124,27.4976,0.207373
13,2,8,1.09039,1.10101,0.305074,1.10141,-2.42479,0.201791
13,3,0,2.44661,2.3508,3.08347,1.11024,-0.69536,0.536581
13,3,1,5.73168,5.28803,2.21829,1.11235,1.31971,0.265917
13,3,2,4.22571,3.97941,1.2144,1.11012,1.56345,0.210631
13,3,3,3.46754,3.31196,1.01587,1.10887,2.01506,0.212877
13,3,4,2.87704,2.78045,0.805773,1.11657,2.22037,0.203333
13,3,5,2.37354,2.32041,0.694446,1.10336,2.43953,0.211504
13,3,6,1.91515,1.8903,0.556827,1.11183,4.48312,0.208413
13,3,7,1.48279,1.48593,0.447093,1.10187,-22.0306,0.214703
13,3,8,1.09039,1.10438,0.313417,1.09683,-1.92422,0.206602
13,4,0,2.44661,2.37057,3.13977,1.10322,-0.830655,0.541631
13,4,1,5.73168,5.35829,2.28695,1.10565,1.37294,0.271807
13,4,2,4.22571,4.02577,1.25916,1.10469,1.75746,0.216567
13,4,3,3.46754,3.33727,1.03013,1.10616,2.15756,0.214984
13,4,4,2.87704,2.80161,0.835019,1.10551,2.32101,0.210175
13,4,5,2.37354,2.34108,0.707757,1.09993,3.25042,0.214458
13,4,6,1.91515,1.89863,0.572322,1.10367,5.9007,0.213836
13,4,7,1.48279,1.49004,0.459639,1.09152,-7.83137,0.220778
13,4,8,1.09039,1.1059,0.321054,1.09022,-1.62457,0.211467
13,5,0,2.44661,2.38296,3.19065,1.09286,-0.92174,0.547318
13,5,1,5.73168,5.41173,2.36632,1.09337,1.34638,0.279855
13,5,2,4.22571,4.05683,1.29956,1.09798,1.91786,0.222362
13,5,3,3.46754,3.35991,1.03779,1.0978,1.86946,0.216916
13,5,4,2.87704,2.81009,0.869943,1.09422,2.48712,0.218549
13,5,5,2.37354,2.34677,0.733315,1.09042,3.81804,0.221781
13,5,6,1.91515,1.90307,0.591283,1.09042,6.41042,0.221228
13,5,7,1.48279,1.49346,0.47051,1.08301,-4.45564,0.225986
13,5,8,1.09039,1.10529,0.330961,1.07993,-1.5714,0.218239
13,6,0,2.44661,2.38143,3.23285,1.08019,-0.454142,0.55353
13,6,1,5.73168,5.43664,2.45177,1.08247,1.46176,0.288657
13,6,2,4.22571,4.05673,1.3427,1.08547,1.81471,0.230078
13,6,3,3.46754,3.36584,1.08515,1.08557,1.98991,0.226396
13,6,4,2.87704,2.81126,0.907966,1.07842,2.29178,0.228451
13,6,5,2.37354,2.33822,0.764387,1.07552,3.07319,0.231791
13,6,6,1.91515,1.89527,0.603635,1.07781,3.37736,0.227198
13,6,7,1.48279,1.48446,0.483335,1.07041,-30.4858,0.233353
13,6,8,1.09039,1.09686,0.339038,1.06804,-4.23459,0.224973
13,7,0,2.44661,2.3835,3.28231,1.06689,-0.0450098,0.560224
13,7,1,5.73168,5.46692,2.54833,1.06907,1.56696,0.298685
13,7,2,4.22571,4.07103,1.40589,1.07047,1.83654,0.240533
13,7,3,3.46754,3.3657,1.15008,1.06666,1.99565,0.23993
13,7,4,2.87704,2.81911,0.945145,1.06469,2.30624,0.237658
13,7,5,2.37354,2.33634,0.78488,1.06802,3.15619,0.237879
13,7,6,1.91515,1.89295,0.620935,1.07056,3.5171,0.233517
13,7,7,1.48279,1.47607,0.490207,1.05879,6.5975,0.23837
