eta index 1,eta index 2,centrality index,mean 1,mean 2,cov,Sigma,Delta,Bcorr
5,6,1,5.41173,5.43664,5.49906,0.502822,0.0557049,0.66846
5,6,2,4.05683,4.05673,3.7149,0.504123,-165.977,0.644947
5,6,3,3.35991,3.36584,3.0537,0.502359,-0.132992,0.643823
5,6,4,2.81009,2.81126,2.54966,0.503205,13.2155,0.643204
5,6,5,2.34677,2.33822,2.13279,0.503118,0.773821,0.644086
5,6,6,1.90307,1.89527,1.7175,0.506078,-1.26583,0.641186
5,6,7,1.49346,1.48446,1.35976,0.503939,0.402169,0.644404
5,6,8,1.10529,1.09686,0.987389,0.501398,0.503176,0.641384
5,7,0,2.38296,2.3835,3.25995,1.01458,-101.071,0.574151
5,7,1,5.41173,5.46692,2.74261,1.01498,0.347133,0.331899
5,7,2,4.05683,4.07103,1.65226,1.01299,2.76838,0.286406
5,7,3,3.35991,3.3657,1.33239,1.0143,-0.283836,0.280901
5,7,4,2.81009,2.81911,1.1072,1.01588,3.62182,0.279141
5,7,5,2.34677,2.33634,0.933559,1.01622,1.48276,0.281779
5,7,6,1.90307,1.89295,0.747369,1.01867,0.107027,0.278783
5,7,7,1.49346,1.47607,0.587949,1.01505,-0.15142,0.280636
5,7,8,1.10529,1.08779,0.422163,1.01041,0.627253,0.275904
5,8,0,2.38296,2.40068,3.25871,1.02794,-2.9258,0.569975
5,8,1,5.41173,5.52462,2.67438,1.03102,0.852423,0.321748
5,8,2,4.05683,4.11285,1.5968,1.02824,1.82436,0.275464
5,8,3,3.35991,3.39075,1.28807,1.02703,1.49944,0.270911
5,8,4,2.81009,2.83755,1.07182,1.03184,1.69835,0.268931
5,8,5,2.34677,2.35112,0.911648,1.0248,3.41539,0.274689
5,8,6,1.90307,1.89895,0.736086,1.0261,-1.00123,0.273973
5,8,7,1.49346,1.47972,0.56515,1.02853,-1.07979,0.269873
5,8,8,1.10529,1.091,0.411768,1.01843,0.142299,0.269103
5,9,0,2.38296,2.41098,3.24182,1.03929,-1.21916,0.565473
5,9,1,5.41173,5.56487,2.60627,1.0395,1.43431,0.313605
5,9,2,4.05683,4.1343,1.51913,1.0429,2.27656,0.262384
5,9,3,3.35991,3.41053,1.24253,1.0372,2.05363,0.261398
5,9,4,2.81009,2.84511,1.02936,1.04364,2.23853,0.258622
5,9,5,2.34677,2.35854,0.871396,1.03916,3.49664,0.262775
5,9,6,1.90307,1.90391,0.709595,1.03831,23.5385,0.264184
5,9,7,1.49346,1.48158,0.548298,1.03814,-1.96159,0.262028
5,9,8,1.10529,1.09351,0.394554,1.02837,-1.27237,0.258701
5,10,0,2.38296,2.41476,3.21741,1.05356,-1.2523,0.560065
5,10,1,5.41173,5.59208,2.54024,1.05269,1.44549,0.304914
5,10,2,4.05683,4.14613,1.45138,1.0588,2.27085,0.250535
5,10,3,3.35991,3.41589,1.17744,1.0558,2.10109,0.247672
5,10,4,2.81009,2.8494,0.989266,1.05598,2.45245,0.248739
5,10,5,2.34677,2.35687,0.832957,1.05087,5.93692,0.252084
5,10,6,1.90307,1.90523,0.677162,1.05358,13.2776,0.252361
5,10,7,1.49346,1.47889,0.525214,1.04835,-2.35347,0.252121
5,10,8,1.10529,1.09097,0.376109,1.04493,-0.767324,0.24686
5,11,0,2.38296,2.42035,3.20048,1.06883,-1.57071,0.554929
5,11,1,5.41173,5.62999,2.46994,1.07098,1.2561,0.294687
5,11,2,4.05683,4.16296,1.40469,1.06973,2.22699,0.24219
5,11,3,3.35991,3.42384,1.12999,1.07085,1.94668,0.237305
5,11,4,2.81009,2.85259,0.943294,1.07235,2.38399,0.237059
5,11,5,2.34677,2.35498,0.797921,1.06581,6.87715,0.241547
5,11,6,1.90307,1.90488,0.641534,1.0676,25.4609,0.239905
5,11,7,1.49346,1.47795,0.498178,1.06911,-1.61061,0.238761
5,11,8,1.10529,1.08909,0.362041,1.05373,-1.0207,0.238474
5,12,0,2.38296,2.43413,3.19918,1.08148,-1.29881,0.551214
5,12,1,5.41173,5.6864,2.42379,1.08481,1.17688,0.287113
5,12,2,4.05683,4.19769,1.36353,1.08067,2.05865,0.234206
5,12,3,3.35991,3.445,1.084,1.08586,1.77768,0.226874
5,12,4,2.81009,2.86031,0.909768,1.08411,2.29342,0.228411
5,12,5,2.34677,2.36221,0.760082,1.08087,4.78969,0.229995
5,12,6,1.90307,1.91374,0.619649,1.0773,6.4013,0.231614
5,12,7,1.49346,1.48223,0.483437,1.07826,-3.10357,0.231571
5,12,8,1.10529,1.0897,0.348727,1.06409,-1.37655,0.229951
5,13,0,2.38296,2.44661,3.19065,1.09286,-0.921736,0.547318
5,13,1,5.41173,5.73168,2.36632,1.09337,1.34638,0.279855
5,13,2,4.05683,4.22571,1.29956,1.09798,1.91786,0.222362
5,13,3,3.35991,3.46754,1.03779,1.0978,1.86946,0.216916
5,13,4,2.81009,2.87704,0.869943,1.09422,2.48712,0.218549
5,13,5,2.34677,2.37354,0.733315,1.09042,3.81804,0.221781
5,13,6,1.90307,1.91515,0.591283,1.09042,6.41043,0.221228
5,13,7,1.49346,1.48279,0.47051,1.08301,-4.45565,0.225986
5,13,8,1.10529,1.09039,0.330961,1.07993,-1.5714,0.218239
5,14,0,2.38296,2.43237,3.15073,1.10441,-1.74863,0.54233
5,14,1,5.41173,5.7107,2.29035,1.10666,1.31899,0.271291
5,14,2,4.05683,4.20907,1.22898,1.11349,2.02218,0.210841
5,14,3,3.35991,3.45264,0.998263,1.10284,2.37584,0.210004
5,14,4,2.81009,2.86191,0.81907,1.11136,2.7948,0.206303
5,14,5,2.34677,2.35728,0.70537,1.09727,9.2873,0.214672
5,14,6,1.90307,1.89631,0.562536,1.09789,-10.8831,0.212443
5,14,7,1.49346,1.46943,0.447371,1.09504,-1.44312,0.21617
5,14,8,1.10529,1.07876,0.316485,1.09271,-0.167341,0.209627
5,15,0,2.38296,2.24936,2.89975,1.16881,4.10485,0.517794
5,15,1,5.41173,5.29464,2.07088,1.21007,9.16125,0.242725
5,15,2,4.05683,3.89717,1.09751,1.18622,3.42857,0.188943
5,15,3,3.35991,3.19667,0.903017,1.16238,2.56459,0.191765
5,15,4,2.81009,2.64442,0.738278,1.1614,2.04833,0.189204
5,15,5,2.34677,2.17613,0.617097,1.14964,1.62033,0.192004
5,15,6,1.90307,1.75308,0.504943,1.1375,1.36201,0.195535
5,15,7,1.49346,1.35536,0.399815,1.12554,1.13107,0.199756
5,15,8,1.10529,0.993404,0.282324,1.11419,1.05743,0.194667
6,0,0,2.38143,2.27477,2.9101,1.07239,-0.182779,0.538237
6,0,1,5.43664,5.03622,2.24629,1.08036,1.24135,0.284355
6,0,2,4.05673,3.82508,1.34643,1.07411,1.34896,0.241416
6,0,3,3.36584,3.1913,1.10486,1.07467,1.40734,0.238806
6,0,4,2.81126,2.69482,0.942999,1.06464,1.37427,0.243469
6,0,5,2.33822,2.25944,0.791624,1.06995,1.52227,0.243524
6,0,6,1.89527,1.85029,0.653192,1.06625,2.24604,0.246528
6,0,7,1.48446,1.45779,0.509916,1.06724,1.38575,0.245168
6,0,8,1.09686,1.09425,0.368453,1.06538,7.23275,0.23994
6,1,0,2.38143,2.30398,2.99554,1.05636,-0.406896,0.547606
6,1,1,5.43664,5.13534,2.36118,1.06199,1.12321,0.296145
6,1,2,4.05673,3.87725,1.40945,1.06323,1.45001,0.250536
6,1,3,3.36584,3.23587,1.17658,1.05616,1.45371,0.252385
6,1,4,2.81126,2.72796,0.980167,1.05242,1.30386,0.251675
6,1,5,2.33822,2.28021,0.834062,1.05322,1.56993,0.255388
6,1,6,1.89527,1.87132,0.68579,1.05056,2.9414,0.257422
6,1,7,1.48446,1.46918,0.540149,1.04878,1.49649,0.258571
6,1,8,1.09686,1.10009,0.386459,1.046,-0.705133,0.251689
6,2,0,2.38143,2.32687,3.07094,1.04043,-0.742843,0.556305
6,2,1,5.43664,5.21015,2.47782,1.04481,1.06296,0.308231
6,2,2,4.05673,3.92315,1.47347,1.0446,1.18498,0.261217
6,2,3,3.36584,3.27651,1.23338,1.04382,1.66531,0.262449
6,2,4,2.81126,2.75306,1.025,1.03832,1.29797,0.261909
6,2,5,2.33822,2.29719,0.870735,1.03308,0.998955,0.266684
6,2,6,1.89527,1.88343,0.715183,1.03533,4.25746,0.267741
6,2,7,1.48446,1.48011,0.564236,1.03916,5.30456,0.268104
6,2,8,1.09686,1.10101,0.400757,1.03187,0.430555,0.261127
6,3,0,2.38143,2.3508,3.14815,1.02749,-1.18851,0.564258
6,3,1,5.43664,5.28803,2.60867,1.02713,1.05953,0.321419
6,3,2,4.05673,3.97941,1.54591,1.02948,1.04637,0.272058
6,3,3,3.36584,3.31196,1.28033,1.03356,2.0604,0.270629
6,3,4,2.81126,2.78045,1.07543,1.0269,2.07302,0.272513
6,3,5,2.33822,2.32041,0.898812,1.02579,1.21122,0.273346
6,3,6,1.89527,1.8903,0.742257,1.02255,8.85059,0.277206
6,3,7,1.48446,1.48593,0.586501,1.02611,-12.4653,0.277902
6,3,8,1.09686,1.10438,0.412133,1.02473,0.0919385,0.267624
6,4,0,2.38143,2.37057,3.21509,1.01562,-3.0203,0.571249
6,4,1,5.43664,5.35829,2.70328,1.01581,1.06025,0.330233
6,4,2,4.05673,4.02577,1.61645,1.01797,1.4598,0.28209
6,4,3,3.36584,3.33727,1.32977,1.02065,2.73194,0.27993
6,4,4,2.81126,2.80161,1.11387,1.01289,2.51517,0.281532
6,4,5,2.33822,2.34108,0.932131,1.01422,1.09218,0.282032
6,4,6,1.89527,1.89863,0.759485,1.01368,-8.88735,0.283142
6,4,7,1.48446,1.49004,0.601253,1.01444,-1.03544,0.284958
6,4,8,1.09686,1.1059,0.427251,1.01142,0.272396,0.277218
6,5,0,2.38143,2.38296,4.46115,0.503235,18.4898,0.788198
6,5,1,5.43664,5.41173,5.49906,0.502822,0.0557283,0.66846
6,5,2,4.05673,4.05683,3.7149,0.504123,-165.975,0.644947
6,5,3,3.36584,3.35991,3.0537,0.502359,-0.132965,0.643823
6,5,4,2.81126,2.81009,2.54966,0.503205,13.2156,0.643204
6,5,5,2.33822,2.34677,2.13279,0.503118,0.773821,0.644086
6,5,6,1.89527,1.90307,1.7175,0.506078,-1.26583,0.641186
6,5,7,1.48446,1.49346,1.35976,0.503939,0.40215,0.644404
6,5,8,1.09686,1.10529,0.987389,0.501398,0.503189,0.641384
6,6,0,2.38143,2.38143,5.67045,0,-inf,1
6,6,1,5.43664,5.43664,8.26361,0,-inf,1
6,6,2,4.05673,4.05673,5.75161,-1.17542e-07,inf,1
6,6,3,3.36584,3.36584,4.75184,0,inf,1
6,6,4,2.81126,2.81126,3.95792,0,-inf,1
6,6,5,2.33822,2.33822,3.30258,0,inf,1
6,6,6,1.89527,1.89527,2.66272,0,-inf,1
6,6,7,1.48446,1.48446,2.09919,0,inf,1
6,6,8,1.09686,1.09686,1.52983,0,inf,1
6,7,0,2.38143,2.3835,4.48206,0.506347,-12.6111,0.78793
6,7,1,5.43664,5.46692,5.53192,0.507871,0.58924,0.666439
6,7,2,4.05673,4.07103,3.70749,0.505189,1.588,0.643605
6,7,3,3.36584,3.3657,3.05174,0.505178,5.92652,0.642194
6,7,4,2.81126,2.81911,2.53317,0.506971,2.18751,0.639629
6,7,5,2.33822,2.33634,2.11954,0.506908,4.69169,0.641445
6,7,6,1.89527,1.89295,1.70712,0.505672,4.70027,0.640591
6,7,7,1.48446,1.47607,1.33047,0.509202,-0.738213,0.638354
6,7,8,1.09686,1.08779,0.971345,0.502771,0.740689,0.63882
6,8,0,2.38143,2.40068,3.29822,1.01617,-1.21126,0.575815
6,8,1,5.43664,5.52462,2.75617,1.0206,1.08264,0.330097
6,8,2,4.05673,4.11285,1.63558,1.01667,1.52228,0.282566
6,8,3,3.36584,3.39075,1.33813,1.01392,1.89141,0.28092
6,8,4,2.81126,2.83755,1.10567,1.01747,1.18086,0.277849
6,8,5,2.33822,2.35112,0.931571,1.01443,1.66238,0.281437
6,8,6,1.89527,1.89895,0.749465,1.01275,-1.56098,0.280618
6,8,7,1.48446,1.47972,0.575805,1.01716,-3.86892,0.276391
6,8,8,1.09686,1.091,0.418792,1.00717,-0.370175,0.275417
6,9,0,2.38143,2.41098,3.28343,1.02669,-0.187229,0.571669
6,9,1,5.43664,5.56487,2.7039,1.02623,1.7096,0.32389
6,9,2,4.05673,4.1343,1.5549,1.03209,2.05626,0.268954
6,9,3,3.36584,3.41053,1.27679,1.02877,2.34804,0.26811
6,9,4,2.81126,2.84511,1.07097,1.02653,1.8544,0.26949
6,9,5,2.33822,2.35854,0.894189,1.02762,2.34607,0.270364
6,9,6,1.89527,1.90391,0.724469,1.02421,1.11228,0.271332
6,9,7,1.48446,1.48158,0.564385,1.02315,-9.28931,0.271118
6,9,8,1.09686,1.09351,0.403268,1.01567,-5.69012,0.26608
6,10,0,2.38143,2.41476,3.26135,1.04001,-0.33442,0.566661
6,10,1,5.43664,5.59208,2.64263,1.03857,1.67556,0.315777
6,10,2,4.05673,4.14613,1.49053,1.04717,2.07917,0.257668
6,10,3,3.36584,3.41589,1.21598,1.04611,2.37012,0.255307
6,10,4,2.81126,2.8494,1.02842,1.03974,2.11772,0.258981
6,10,5,2.33822,2.35687,0.86293,1.03631,3.5612,0.261848
6,10,6,1.89527,1.90523,0.696181,1.03734,1.87275,0.260998
6,10,7,1.48446,1.47889,0.542518,1.0326,-6.7661,0.261782
6,10,8,1.09686,1.09097,0.382138,1.03474,-2.55992,0.252397
6,11,0,2.38143,2.42035,3.24274,1.05601,-0.770045,0.561214
6,11,1,5.43664,5.62999,2.55316,1.06037,1.41694,0.303247
6,11,2,4.05673,4.16296,1.43955,1.05916,2.06506,0.248563
6,11,3,3.36584,3.42384,1.17545,1.05912,2.16326,0.246395
6,11,4,2.81126,2.85259,0.985798,1.05493,2.07276,0.248122
6,11,5,2.33822,2.35498,0.826421,1.05189,3.75424,0.250838
6,11,6,1.89527,1.90488,0.660766,1.0513,3.72994,0.248572
6,11,7,1.48446,1.47795,0.517174,1.05225,-4.36299,0.249154
6,11,8,1.09686,1.08909,0.366671,1.04487,-2.64898,0.243045
6,12,0,2.38143,2.43413,3.24037,1.06917,-0.712235,0.557276
6,12,1,5.43664,5.6864,2.50596,1.07446,1.29435,0.295511
6,12,2,4.05673,4.19769,1.39896,1.06999,1.93573,0.240643
6,12,3,3.36584,3.445,1.13232,1.07332,1.92438,0.236549
6,12,4,2.81126,2.86031,0.949634,1.06764,2.02829,0.238786
6,12,5,2.33822,2.36221,0.790668,1.06612,3.34994,0.239885
6,12,6,1.89527,1.91374,0.631142,1.0651,3.14434,0.237318
6,12,7,1.48446,1.48223,0.497436,1.06482,-17.1698,0.239516
6,12,8,1.09686,1.0897,0.355343,1.05348,-3.55609,0.23579
6,13,0,2.38143,2.44661,3.23285,1.08019,-0.454139,0.55353
6,13,1,5.43664,5.73168,2.45177,1.08247,1.46176,0.288657
6,13,2,4.05673,4.22571,1.3427,1.08547,1.81471,0.230078
6,13,3,3.36584,3.46754,1.08515,1.08557,1.9899,0.226396
6,13,4,2.81126,2.87704,0.907966,1.07842,2.29178,0.228451
6,13,5,2.33822,2.37354,0.764387,1.07552,3.07319,0.231791
6,13,6,1.89527,1.91515,0.603635,1.07781,3.37737,0.227198
6,13,7,1.48446,1.48279,0.483335,1.07041,-30.4857,0.233353
6,13,8,1.09686,1.09039,0.339038,1.06804,-4.23461,0.224973
6,14,0,2.38143,2.43237,3.18799,1.09372,-1.12844,0.547727
6,14,1,5.43664,5.7107,2.35018,1.10029,1.44012,0.277125
6,14,2,4.05673,4.20907,1.2728,1.10079,1.90815,0.218678
6,14,3,3.36584,3.45264,1.03681,1.09315,2.5519,0.21771
6,14,4,2.81126,2.86191,0.856544,1.09573,2.54965,0.216073
6,14,5,2.33822,2.35728,0.726276,1.08668,5.45353,0.221621
6,14,6,1.89527,1.89631,0.57838,1.08347,61.4456,0.219731
6,14,7,1.48446,1.46943,0.455219,1.08582,-2.53006,0.221106
6,14,8,1.09686,1.07876,0.321099,1.08402,-0.472112,0.214023
6,15,0,2.38143,2.24936,2.93423,1.15852,3.94763,0.522978
6,15,1,5.43664,5.29464,2.13647,1.20225,7.59888,0.249287
6,15,2,4.05673,3.89717,1.13665,1.17436,3.53021,0.195968
6,15,3,3.36584,3.19667,0.938158,1.15327,2.47466,0.19886
6,15,4,2.81126,2.64442,0.768388,1.14804,2.12202,0.197223
6,15,5,2.33822,2.17613,0.638687,1.13842,1.6617,0.199249
6,15,6,1.89527,1.75308,0.517027,1.12501,1.49486,0.20141
6,15,7,1.48446,1.35536,0.400762,1.12109,1.17717,0.20127
6,15,8,1.09686,0.993404,0.285763,1.10662,1.09803,0.19828
7,0,0,2.3835,2.27477,2.89538,1.0856,-0.408506,0.533825
7,0,1,5.46692,5.03622,2.20887,1.09118,1.19888,0.278368
7,0,2,4.07103,3.82508,1.29895,1.08647,1.36206,0.232543
7,0,3,3.3657,3.1913,1.06082,1.08819,1.40379,0.229276
7,0,4,2.81911,2.69482,0.893431,1.08204,1.42351,0.230528
7,0,5,2.33634,2.25944,0.7538,1.08757,1.44743,0.231765
7,0,6,1.89295,1.85029,0.627342,1.08183,2.11573,0.236578
7,0,7,1.47607,1.45779,0.493192,1.0716,2.34299,0.238829
7,0,8,1.08779,1.09425,0.35187,1.07644,-1.86222,0.230542
7,1,0,2.3835,2.30398,2.97986,1.06999,-0.713846,0.543022
7,1,1,5.46692,5.13534,2.32636,1.07232,1.07715,0.290473
7,1,2,4.07103,3.87725,1.3603,1.07594,1.45975,0.241425
7,1,3,3.3657,3.23587,1.12672,1.07135,1.44894,0.241677
7,1,4,2.81911,2.72796,0.936664,1.06753,1.37771,0.240356
7,1,5,2.33634,2.28021,0.793628,1.07189,1.46802,0.242879
7,1,6,1.89295,1.87132,0.656792,1.06774,2.75513,0.246335
7,1,7,1.47607,1.46918,0.513223,1.05996,4.1904,0.247445
7,1,8,1.08779,1.10009,0.370121,1.05674,0.364921,0.242523
7,2,0,2.3835,2.32687,3.05328,1.05492,-1.16621,0.551361
7,2,1,5.46692,5.21015,2.42423,1.05867,1.00943,0.300218
7,2,2,4.07103,3.92315,1.41974,1.0584,1.22266,0.251303
7,2,3,3.3657,3.27651,1.18958,1.0571,1.6586,0.253117
7,2,4,2.81911,2.75306,0.982784,1.05291,1.40151,0.250966
7,2,5,2.33634,2.29719,0.833491,1.05031,0.824844,0.255141
7,2,6,1.89295,1.88343,0.680791,1.05532,4.15023,0.254657
7,2,7,1.47607,1.48011,0.53472,1.05194,-7.20213,0.255904
7,2,8,1.08779,1.10101,0.384373,1.0426,0.644229,0.251983
7,3,0,2.3835,2.3508,3.12988,1.04224,-1.90133,0.559213
7,3,1,5.46692,5.28803,2.54554,1.04277,0.982102,0.312239
7,3,2,4.07103,3.97941,1.49812,1.04173,1.12927,0.26324
7,3,3,3.3657,3.31196,1.24205,1.04511,2.0502,0.262526
7,3,4,2.81911,2.78045,1.0309,1.04226,2.09601,0.261067
7,3,5,2.33634,2.32041,0.862207,1.04267,0.803859,0.262075
7,3,6,1.89295,1.8903,0.701344,1.04595,12.479,0.261712
7,3,7,1.47607,1.48593,0.558172,1.038,-2.48361,0.266378
7,3,8,1.08779,1.10438,0.395417,1.03568,0.449142,0.258339
7,4,0,2.3835,2.37057,3.20208,1.02816,-4.54717,0.567142
7,4,1,5.46692,5.35829,2.65905,1.02794,0.93085,0.323379
7,4,2,4.07103,4.02577,1.57712,1.02809,1.49998,0.274801
7,4,3,3.3657,3.33727,1.28738,1.03338,2.71586,0.270994
7,4,4,2.81911,2.80161,1.07466,1.02631,2.36865,0.271453
7,4,5,2.33634,2.34108,0.899444,1.02936,2.52102,0.271998
7,4,6,1.89295,1.89863,0.727407,1.03237,-3.32971,0.270961
7,4,7,1.47607,1.49004,0.579334,1.02195,-0.85634,0.276541
7,4,8,1.08779,1.1059,0.409582,1.02317,0.508912,0.267379
7,5,0,2.3835,2.38296,3.25995,1.01458,-101.071,0.574151
7,5,1,5.46692,5.41173,2.74261,1.01498,0.347128,0.331899
7,5,2,4.07103,4.05683,1.65226,1.01299,2.76838,0.286406
7,5,3,3.3657,3.35991,1.33239,1.0143,-0.283887,0.280901
7,5,4,2.81911,2.81009,1.1072,1.01588,3.62183,0.279141
7,5,5,2.33634,2.34677,0.933559,1.01622,1.48276,0.281779
7,5,6,1.89295,1.90307,0.747369,1.01867,0.10702,0.278783
7,5,7,1.47607,1.49346,0.587949,1.01505,-0.151421,0.280636
7,5,8,1.08779,1.10529,0.422163,1.01041,0.62725,0.275904
7,6,0,2.3835,2.38143,4.48206,0.506346,-12.611,0.78793
7,6,1,5.46692,5.43664,5.53192,0.507871,0.589239,0.666439
7,6,2,4.07103,4.05673,3.70749,0.505189,1.58801,0.643605
7,6,3,3.3657,3.36584,3.05174,0.505179,5.92721,0.642194
7,6,4,2.81911,2.81126,2.53317,0.506971,2.18752,0.639629
7,6,5,2.33634,2.33822,2.11954,0.506908,4.69165,0.641445
7,6,6,1.89295,1.89527,1.70712,0.505672,4.70025,0.640591
7,6,7,1.47607,1.48446,1.33047,0.509202,-0.738214,0.638354
7,6,8,1.08779,1.09686,0.971345,0.502771,0.740698,0.63882
7,7,0,2.3835,2.3835,5.7064,0,inf,1
7,7,1,5.46692,5.46692,8.33798,0,-inf,1
7,7,2,4.07103,4.07103,5.76943,0,-inf,1
7,7,3,3.3657,3.3657,4.75228,0,-inf,1
7,7,4,2.81911,2.81911,3.96284,0,-inf,1
7,7,5,2.33634,2.33634,3.30608,0,inf,1
7,7,6,1.89295,1.89295,2.6671,0,inf,1
7,7,7,1.47607,1.47607,2.06936,0,-inf,1
7,7,8,1.08779,1.08779,1.51129,0,-inf,1
7,8,0,2.3835,2.40068,4.53967,0.504315,0.171977,0.790053
7,8,1,5.46692,5.52462,5.61557,0.504312,1.34575,0.669552
7,8,2,4.07103,4.11285,3.73298,0.504497,1.49951,0.643921
7,8,3,3.3657,3.39075,3.0602,0.504251,1.91481,0.642411
7,8,4,2.81911,2.83755,2.55535,0.504365,0.748324,0.641749
7,8,5,2.33634,2.35112,2.12606,0.505938,2.04972,0.641964
7,8,6,1.89295,1.89895,1.71756,0.503916,0.864482,0.642569
7,8,7,1.47607,1.47972,1.32553,0.502698,3.2985,0.640831
7,8,8,1.08779,1.091,0.962907,0.503425,2.74927,0.637126
7,9,0,2.3835,2.41098,3.33339,1.01299,0.758912,0.578537
7,9,1,5.46692,5.56487,2.80381,1.01207,2.06407,0.334357
7,9,2,4.07103,4.1343,1.62627,1.01504,2.16409,0.280865
7,9,3,3.3657,3.41053,1.31941,1.01628,2.35969,0.277048
7,9,4,2.81911,2.84511,1.11807,1.00933,1.7526,0.281168
7,9,5,2.33634,2.35854,0.918533,1.01842,2.54634,0.277577
7,9,6,1.89295,1.90391,0.752904,1.01102,1.87558,0.28175
7,9,7,1.47607,1.48158,0.571098,1.01147,3.70485,0.276312
7,9,8,1.08779,1.09351,0.40861,1.00657,4.47698,0.271254
7,10,0,2.3835,2.41476,3.31274,1.02573,0.488793,0.573775
7,10,1,5.46692,5.59208,2.73635,1.02554,1.94588,0.325515
7,10,2,4.07103,4.14613,1.57227,1.02759,2.17473,0.271379
7,10,3,3.3657,3.41589,1.26641,1.03132,2.38049,0.265884
7,10,4,2.81911,2.8494,1.07666,1.02212,2.09938,0.270961
7,10,5,2.33634,2.35687,0.88864,1.02653,3.66551,0.269506
7,10,6,1.89295,1.90523,0.720819,1.02617,2.40964,0.270013
7,10,7,1.47607,1.47889,0.548712,1.02132,11.0654,0.266671
7,10,8,1.08779,1.09097,0.390224,1.0232,6.81784,0.259314
7,11,0,2.3835,2.42035,3.29458,1.04158,-0.0948557,0.568387
7,11,1,5.46692,5.62999,2.66835,1.0435,1.57608,0.315511
7,11,2,4.07103,4.16296,1.50642,1.04321,2.1412,0.259706
7,11,3,3.3657,3.42384,1.22687,1.04406,2.17275,0.257163
7,11,4,2.81911,2.85259,1.02492,1.04051,2.04545,0.257809
7,11,5,2.33634,2.35498,0.850079,1.04299,3.84944,0.257882
7,11,6,1.89295,1.90488,0.685543,1.04006,3.91965,0.257682
7,11,7,1.47607,1.47795,0.526736,1.03874,11.7576,0.255582
7,11,8,1.08779,1.08909,0.374744,1.03341,20.8448,0.249915
7,12,0,2.3835,2.43413,3.29018,1.05566,-0.215623,0.564057
7,12,1,5.46692,5.6864,2.61419,1.05894,1.39609,0.306897
7,12,2,4.07103,4.19769,1.4478,1.05844,1.97634,0.24866
7,12,3,3.3657,3.445,1.19034,1.05637,1.93184,0.248659
7,12,4,2.81911,2.86031,0.989577,1.05294,1.99744,0.248675
7,12,5,2.33634,2.36221,0.813069,1.05778,3.4484,0.24655
7,12,6,1.89295,1.91374,0.65635,1.05369,3.31962,0.246594
7,12,7,1.47607,1.48223,0.506558,1.05165,5.16122,0.245659
7,12,8,1.08779,1.0897,0.361541,1.04379,16.7668,0.24137
7,13,0,2.3835,2.44661,3.28231,1.06689,-0.045011,0.560224
7,13,1,5.46692,5.73168,2.54833,1.06907,1.56696,0.298685
7,13,2,4.07103,4.22571,1.40589,1.07047,1.83654,0.240533
7,13,3,3.3657,3.46754,1.15008,1.06666,1.99565,0.23993
7,13,4,2.81911,2.87704,0.945145,1.06469,2.30624,0.237658
7,13,5,2.33634,2.37354,0.78488,1.06802,3.15619,0.237879
7,13,6,1.89295,1.91515,0.620935,1.07056,3.51709,0.233517
7,13,7,1.47607,1.48279,0.490207,1.05879,6.5975,0.23837
7,13,8,1.08779,1.09039,0.347561,1.05629,13.0563,0.23204
7,14,0,2.3835,2.43237,3.23038,1.08328,-0.632293,0.553258
7,14,1,5.46692,5.7107,2.42879,1.09002,1.55113,0.285116
7,14,2,4.07103,4.20907,1.32936,1.08734,1.94256,0.228042
7,14,3,3.3657,3.45264,1.07797,1.08117,2.55764,0.226343
7,14,4,2.81911,2.86191,0.883064,1.0857,2.61727,0.222625
7,14,5,2.33634,2.35728,0.743932,1.08036,5.38458,0.226888
7,14,6,1.89295,1.89631,0.591439,1.07842,22.172,0.224507
7,14,7,1.47607,1.46943,0.462293,1.07413,-4.77129,0.226154
7,14,8,1.08779,1.07876,0.326851,1.07484,-1.67098,0.219189
7,15,0,2.3835,2.24936,2.96746,1.15108,3.70658,0.527234
7,15,1,5.46692,5.29464,2.19618,1.19504,6.39905,0.255109
7,15,2,4.07103,3.89717,1.17657,1.16463,3.37678,0.202536
7,15,3,3.3657,3.19667,0.955536,1.14806,2.47186,0.202534
7,15,4,2.81911,2.64442,0.781857,1.14249,2.12479,0.200556
7,15,5,2.33634,2.17613,0.651532,1.13388,1.62863,0.203148
7,15,6,1.89295,1.75308,0.534389,1.11724,1.44568,0.208003
7,15,7,1.47607,1.35536,0.405791,1.11091,1.29873,0.205259
7,15,8,1.08779,0.993404,0.288943,1.09985,1.12914,0.201712
8,0,0,2.40068,2.27477,2.89734,1.09688,-0.332929,0.530502
8,0,1,5.52462,5.03622,2.15898,1.10376,1.21487,0.270488
8,0,2,4.11285,3.82508,1.2661,1.09606,1.38083,0.225574
8,0,3,3.39075,3.1913,1.03115,1.09662,1.46467,0.222333
8,0,4,2.83755,2.69482,0.862325,1.09647,1.34012,0.221439
8,0,5,2.35112,2.25944,0.726586,1.09846,1.54132,0.223011
8,0,6,1.89895,1.85029,0.607588,1.09377,1.9649,0.228626
8,0,7,1.47972,1.45779,0.47385,1.08287,2.50015,0.229564
8,0,8,1.091,1.09425,0.342246,1.08372,-6.45326,0.224231
8,1,0,2.40068,2.30398,2.97355,1.08497,-0.561753,0.538132
8,1,1,5.52462,5.13534,2.24889,1.09007,1.11455,0.279157
8,1,2,4.11285,3.87725,1.32018,1.08737,1.46647,0.233179
